Key,english
perkFlurryOfStrengthRank3BWLongDesc,"Heavy weapons move like thunder with a pulse. Sledgehammers gain 20% faster attack speed and reduce target armor by 25%. Clubs gain 20% faster attack speed and +15% power-attack dismember chance."
perkFlurryOfStrengthRank4BWLongDesc,"Heavy weapons move like thunder with a pulse. Sledgehammers gain 25% faster attack speed and reduce target armor by 35%. Clubs gain 25% faster attack speed and +20% power-attack dismember chance."
perkFlurryOfStrengthRank5BWLongDesc,"Heavy weapons move like thunder with a pulse. Sledgehammers gain 30% faster attack speed and reduce target armor by 50%. Clubs gain 30% faster attack speed and +25% power-attack dismember chance."
perkPummelPeteRank1BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 10% more damage as well as degrading 10% less. Attacks do 40% more damage to stunned enemies and power attacks have a 60% chance to knock foes down. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. 2% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot."
perkPummelPeteRank2BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 20% more damage as well as degrading 15% less. Attacks do 80% more damage to stunned enemies and power attacks have a 70% chance to knock foes down. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. 4% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot."
perkPummelPeteRank3BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 30% more damage as well as degrading 20% less. Attacks do 120% more damage to stunned enemies and power attacks have a 80% chance to knock foes down. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Landing 5 successive hits in a short time causes the last blow to do 100% extra damage. 6% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot."
perkPummelPeteRank4BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 40% more damage as well as degrading 25% less. Attacks do 160% more damage to stunned enemies and power attacks have a 90% chance to knock foes down. Stamina costs are reduced by 50% for both attacks. Killing blows grant 30 stamina. 4 successive hits in a short time causes the last blow to do 100% extra damage. 8% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot."
perkPummelPeteRank5BWLongDesc,"Oak and iron settle arguments quickly. Clubs deal 50% more damage as well as degrading 30% less. Attacks do 200% more damage to stunned enemies and power attacks have a 100% chance to knock foes back down. Stamina costs are reduced by 60% for both attacks. Killing blows grant 40 stamina. 3 successive hits in a short time causes the last blow to do 100% extra damage. 10% more chance of finding clubs/parts/Big Hitters magazines/Batter Up! perk books in loot."
perkMiner69rRank1BWLongDesc,"Stone remembers. So do you. Increase damage by 10%, block damage by 30% and attack speed by 10% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 20% for both attacks and your tools degrade 10% less. Have 2% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot. Killing blows with tools grant 10 stamina."
perkMiner69rRank2BWLongDesc,"Stone remembers. So do you. Increase damage by 20%, block damage by 60% and attack speed by 15% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 30% for both attacks and your tools degrade 15% less. Have 4% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot. Killing blows with tools grant 15 stamina."
perkMiner69rRank3BWLongDesc,"Stone remembers. So do you. Increase damage by 30%, block damage by 90% and attack speed by 20% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 40% for both attacks and your tools degrade 20% less. Have 6% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot. Killing blows with tools grant 20 stamina."
perkMiner69rRank4BWLongDesc,"Stone remembers. So do you. Increase damage by 40%, block damage by 120% and attack speed by 25% with any axe/pickaxe/shovel/chainsaw/auger. Stamina costs are reduced by 50% for both attacks and your tools degrade 25% less. Have 8% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot. Killing blows with tools grant 25 stamina."
perkMiner69rRank5BWLongDesc,"Stone remembers. So do you. Increase damage by 50%, block damage by 150% and attack speed by 30% with any axe/pickaxe/shovel/chainsaw/auger. Have 10% more chance of finding tools/parts/Tools Digest magazines/The Art of mining perk books in loot. Killing blows with tools grant 35 stamina and stamina costs are reduced by 60% for both attacks. Your tools degrade 30% less"
perkDaringAdventurerRank1BWLongDesc,"The trader notices the survivor who returns alive. +4 trader stage and +7.5% bonus quest reward items."
perkDaringAdventurerRank2BWLongDesc,"The trader notices the survivor who returns alive. +8 trader stage and +15% bonus quest reward items."
perkDaringAdventurerRank3BWLongDesc,"The trader notices the survivor who returns alive. +12 trader stage and +22.5% bonus quest reward items."
perkDaringAdventurerRank4BWLongDesc,"The trader notices the survivor who returns alive. +16 trader stage and +30% bonus quest reward items."
perkDaringAdventurerRank5BWLongDesc,"The trader notices the survivor who returns alive. +20 trader stage and +37.5% bonus quest reward items."
perkBetterBarterRank1BWLongDesc,"A quiet smile can weigh more than coin. -2% buy prices, +1% sell prices."
perkBetterBarterRank2BWLongDesc,"A quiet smile can weigh more than coin. -4% buy prices, +2% sell prices."
perkBetterBarterRank3BWLongDesc,"A quiet smile can weigh more than coin. -6% buy prices, +3% sell prices."
perkBetterBarterRank4BWLongDesc,"A quiet smile can weigh more than coin. -8% buy prices, +4% sell prices."
perkBetterBarterRank5BWLongDesc,"A quiet smile can weigh more than coin. -10% buy prices, +5% sell prices."
perkPainToleranceRank1BWLongDesc,"Pain knocks. You do not open the door. Gain 5% damage resistance and 20% chance to not get stunned. Have 5% less chance of breaking your limbs and a 10% less chance of spraining them."
perkPainToleranceRank2BWLongDesc,"Pain knocks. You do not open the door. Gain 10% damage resistance and 40% chance to not get stunned. Have 10% less chance of breaking your limbs and a 20% less chance of spraining them."
perkPainToleranceRank3BWLongDesc,"Pain knocks. You do not open the door. Gain 15% damage resistance and 60% chance to not get stunned. Have 15% less chance of breaking your limbs and a 30% less chance of spraining them."
perkPainToleranceRank4BWLongDesc,"Pain knocks. You do not open the door. Gain 20% damage resistance and 80% chance to not get stunned. Have 20% less chance of breaking your limbs and a 40% less chance of spraining them."
perkPainToleranceRank5BWLongDesc,"Pain knocks. You do not open the door. Gain 25% damage resistance and 100% chance to not get stunned. Have 25% less chance of breaking your limbs and a 50% less chance of spraining them. When having a sprained/broken/healing limb, you no longer take damage from running or falling for legs and firing a weapon/bow/crossbow or power attacking for arms."
perkParkourRank1BWLongDesc,"Rooftops become roads beneath practiced feet. You can do a few moves but mostly you are just used to falling on your face. Increase safe fall distance by one meter and reduce stamina cost of jumping by 10%. When jumping, gain 50% melee damage increase for 1 second. When jumping from an unsafe height, gain 20% chance of taking no fall damage when landing. Jump slightly lower when crouching so to easily sneak into windows and such(applies to all levels)."
perkParkourRank2BWLongDesc,"Rooftops become roads beneath practiced feet. You've pulled off some stunts, but sometimes your hospital bills are larger than your paycheck. Reduce stamina cost of jumping by 20%. Increase safe fall distance by 2 meters and jump 1 meter higher. When jumping, gain 50% melee damage increase for 2 seconds. When jumping from an unsafe height, gain 40% chance of taking no fall damage when landing."
perkParkourRank3BWLongDesc,"Rooftops become roads beneath practiced feet. You're an adrenaline junkie and capable of death defying acts of insanity. Reduce stamina cost of jumping by 30%. Increase safe fall distance by 3 meters and never get a broken leg when falling. When jumping, gain 50% melee damage increase for 3 seconds. When jumping from an unsafe height, gain 60% chance of taking no fall damage when landing."
perkParkourRank4BWLongDesc,"Rooftops become roads beneath practiced feet. If it's vertical, it's just another path. Reduce stamina cost of jumping by 40%. Increase safe fall distance by 4 meters, can jump 2 meters higher, and never get a sprained or broken leg when falling. When jumping, gain 50% melee damage increase for 4 seconds. When jumping from an unsafe height, gain 80% chance of taking no fall damage when landing."
perkParkourRank5BWLongDesc,"Rooftops become roads beneath practiced feet. You are now a parkour master and can navigate difficult situations easily. You never take fall damage and can jump 2.5 meters higher. When jumping, gain 50% melee damage increase for 5 seconds."
perkPerceptionMasteryRank1BWLongDesc,"Sharp eyes find value in every angle. Harvest dukes and cash from furniture and containers. Heavy dismember bleed from perception weapons now unlocks later."
perkPerceptionMasteryRank2BWLongDesc,"Sharp eyes find value in every angle. Harvest steel from cars, gun safes, and shopping carts. Salvage tools gain +50% normal damage and +100% power-attack damage to enemies and blocks."
perkPerceptionMasteryRank3BWLongDesc,"Sharp eyes find value in every angle. Spears, salvage tools, sniper rifles, and explosives begin applying controlled bleed packages instead of front-loaded heavy bleed."
perkPerceptionMasteryRank4BWLongDesc,"Sharp eyes find value in every angle. Sprint power attacks with spears gain +75% damage and dismember chance, spear range is +15%, and sniper/explosive utility unlocks in reduced form."
perkPerceptionMasteryRank5BWLongDesc,"Sharp eyes find value in every angle. Spears reach +150% sprint power-attack damage and dismember chance. Sniper last-shot damage is +200%, last low-magazine shots penetrate +5 targets, and headshot bonuses remain reduced."
perkFortitudeMasteryRank1BWLongDesc,"Blood cools; resolve does not. Killing an enemy removes bleeding and abrasion from yourself. Offensive bleed effects now unlock later in the mastery."
perkFortitudeMasteryRank2BWLongDesc,"Blood cools; resolve does not. After healing an infection, you cannot be infected for 2 real life hours. Painkillers and grandpa's moonshine keep their defensive bonuses."
perkFortitudeMasteryRank3BWLongDesc,"Blood cools; resolve does not. Brawling weapons begin controlled bleed effects and can find silver or gold from eligible zombie kills."
perkFortitudeMasteryRank4BWLongDesc,"Blood cools; resolve does not. Gain +50 health permanently. Assault rifles and LMGs begin controlled bleed and gain magazine size. Low-health brawler speed now caps below the old extreme."
perkFortitudeMasteryRank5BWLongDesc,"Blood cools; resolve does not. Gain another +50 health permanently. AR/LMG fire and kill-defense effects remain, and limb dismember bonus is capped at +150%."
perkAgilityMasteryRank1BWLongDesc,"Grace survives where armor would fail. Agility mastery utility begins here; early knockdown and heavy bleed effects are delayed."
perkAgilityMasteryRank2BWLongDesc,"Grace survives where armor would fail. Pistols and bows/crossbows reload 20% faster. Crossbows gain +50% magazine size and knife cripples unlock."
perkAgilityMasteryRank3BWLongDesc,"Grace survives where armor would fail. Leg-shot knockdowns and controlled bleed packages begin for agility weapons. Explosive arrow bleed remains delayed from rank 1."
perkAgilityMasteryRank4BWLongDesc,"Grace survives where armor would fail. Specter's Grace remains a major escape tool, but its damage avoidance is reduced and no longer reaches complete damage prevention."
perkAgilityMasteryRank5BWLongDesc,"Grace survives where armor would fail. Bows reduce target armor by up to 50% and gain reduced arrow-type damage bonuses. Crossbows gain another +100% magazine size, and pistol last-shot bonuses remain."
perkHardTargetRank1BWLongDesc,"A moving body is harder for death to claim. Gain 3% damage resistance while moving. Jumping adds 3% resistance and a 3% chance to evade heavy incoming hits until you land."
perkHardTargetRank2BWLongDesc,"A moving body is harder for death to claim. Gain 5% damage resistance while moving. Jumping adds 5% resistance and a 5% chance to evade heavy incoming hits until you land."
perkHardTargetRank3BWLongDesc,"A moving body is harder for death to claim. Gain 7% damage resistance while moving. Jumping adds 7% resistance and a 7% chance to evade heavy incoming hits until you land."
perkHardTargetRank4BWLongDesc,"A moving body is harder for death to claim. Gain 9% damage resistance while moving. Jumping adds 9% resistance and a 9% chance to evade heavy incoming hits until you land."
perkHardTargetRank5BWLongDesc,"A moving body is harder for death to claim. Gain 12% damage resistance while moving. Jumping adds 12% resistance and a 12% chance to evade heavy incoming hits until you land."
perkIntellectMasteryRank1BWLongDesc,"A clever survivor makes tools do the bleeding. Vehicles take 20% less damage, use 20% less fuel, and deal +100% entity/block damage. Turret and baton bleed no longer front-load at rank 1."
perkIntellectMasteryRank2BWLongDesc,"A clever survivor makes tools do the bleeding. Looted perk books, skill magazines, or mod schematics can appear. Turret range bonuses are reduced, and shocked targets have a small chance to burn."
perkIntellectMasteryRank3BWLongDesc,"A clever survivor makes tools do the bleeding. Turret bleed begins in controlled form, turret range grows modestly, and the ranged turret knockdown stays late."
perkIntellectMasteryRank4BWLongDesc,"A clever survivor makes tools do the bleeding. Stun batons charge faster. Junk turret magazine size is capped at 120 and extra active turret count is reduced."
perkIntellectMasteryRank5BWLongDesc,"A clever survivor makes tools do the bleeding. Stun batons keep their electric damage spike. Turret electrify effects remain, range growth is reduced, and melee turret dismember is capped at +150%."
perkGrandSlamRank1BWLongDesc,"A running swing can turn a charge into silence. Sprint power attacks with clubs or sledges have a 10% knockdown chance. Power Slam and Homerun have a 5% chance, small radius, and 25 AoE damage."
perkGrandSlamRank2BWLongDesc,"A running swing can turn a charge into silence. Sprint power attacks with clubs or sledges have a 20% knockdown chance. Power Slam and Homerun have an 8% chance and 35 AoE damage."
perkGrandSlamRank3BWLongDesc,"A running swing can turn a charge into silence. Sprint power attacks with clubs or sledges have a 30% knockdown chance. Power Slam and Homerun have a 12% chance and 45 AoE damage."
perkGrandSlamRank4BWLongDesc,"A running swing can turn a charge into silence. Sprint power attacks with clubs or sledges have a 40% knockdown chance. Power Slam and Homerun have a 16% chance and 60 AoE damage."
perkGrandSlamRank5BWLongDesc,"A running swing can turn a charge into silence. Sprint power attacks with clubs or sledges have a 55% knockdown chance. Power Slam and Homerun have a 20% chance and 75 AoE damage."
perkStrengthMasteryRank1BWLongDesc,"Muscle becomes memory under pressure. Critical injuries heal faster while strength tools reduce food and water drain during regeneration. No strength-weapon bleed is added at this rank."
perkStrengthMasteryRank2BWLongDesc,"Muscle becomes memory under pressure. Mining can find brass and strength tools gain the mastery attack-speed and range bonuses. No direct strength-weapon bleed is added at this rank."
perkStrengthMasteryRank3BWLongDesc,"Muscle becomes memory under pressure. Strength tools gain the mastery heavy-damage package. Mining tools and corpse-removal tools begin adding bleed."
perkStrengthMasteryRank4BWLongDesc,"Muscle becomes memory under pressure. Sledgehammers and clubs begin adding bleed on normal mastery hit hooks. Shotguns keep their close-range fire chance."
perkStrengthMasteryRank5BWLongDesc,"Muscle becomes memory under pressure. Strength kills grant short damage resistance. Sledgehammers, clubs, mining tools, corpse-removal tools, and Boomstick dismember hooks add their final bleed effects."
perkPenetratorRank6Desc,"The Penetrator Expert"
perkPenetratorRank7Desc,"The Penetrator Master"
perkPenetratorRank8Desc,"The Penetrator Warden"
perkPenetratorRank9Desc,"The Penetrator Legend"
perkPenetratorRank10Desc,"The Penetrator Apex"
perkPenetratorRank6BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 60%; spears reduce armor by 65%. Dead Eye shots penetrate 2 extra targets."
perkPenetratorRank7BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 70%; spears reduce armor by 75%."
perkPenetratorRank8BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 80%; spears reduce armor by 85%. Dead Eye shots penetrate 3 extra targets."
perkPenetratorRank9BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 90%; spears reduce armor by 95%."
perkPenetratorRank10BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, Penetrator attacks, and spears reduce target armor by 100%. Dead Eye shots penetrate 4 extra targets."
perkBetterBarterRank6Desc,"Better Barter Expert"
perkBetterBarterRank7Desc,"Better Barter Master"
perkBetterBarterRank8Desc,"Better Barter Warden"
perkBetterBarterRank9Desc,"Better Barter Legend"
perkBetterBarterRank10Desc,"Better Barter Apex"
perkDaringAdventurerRank6Desc,"Daring Adventurer Expert"
perkDaringAdventurerRank7Desc,"Daring Adventurer Master"
perkDaringAdventurerRank8Desc,"Daring Adventurer Warden"
perkDaringAdventurerRank9Desc,"Daring Adventurer Legend"
perkDaringAdventurerRank10Desc,"Daring Adventurer Apex"
perkBoomstickRank6Desc,"Boomstick Expert"
perkBoomstickRank7Desc,"Boomstick Master"
perkBoomstickRank8Desc,"Boomstick Warden"
perkBoomstickRank9Desc,"Boomstick Legend"
perkBoomstickRank10Desc,"Boomstick Apex"
perkDemolitionsExpertRank6Desc,"Demolitions Expert Expert"
perkDemolitionsExpertRank7Desc,"Demolitions Expert Master"
perkDemolitionsExpertRank8Desc,"Demolitions Expert Warden"
perkDemolitionsExpertRank9Desc,"Demolitions Expert Legend"
perkDemolitionsExpertRank10Desc,"Demolitions Expert Apex"
perkDeepCutsRank6Desc,"Deep Cuts Expert"
perkDeepCutsRank7Desc,"Deep Cuts Master"
perkDeepCutsRank8Desc,"Deep Cuts Warden"
perkDeepCutsRank9Desc,"Deep Cuts Legend"
perkDeepCutsRank10Desc,"Deep Cuts Apex"
perkPackMuleRank6Desc,"Pack Mule Expert"
perkPackMuleRank7Desc,"Pack Mule Master"
perkPackMuleRank8Desc,"Pack Mule Warden"
perkPackMuleRank9Desc,"Pack Mule Legend"
perkPackMuleRank10Desc,"Pack Mule Apex"
perkLivingOffTheLandRank6Desc,"Harvest Caller"
perkLivingOffTheLandRank7Desc,"Soil Speaker"
perkLivingOffTheLandRank8Desc,"Grove Tender"
perkLivingOffTheLandRank9Desc,"Field Master"
perkLivingOffTheLandRank10Desc,"Landbound"
perkPainToleranceRank6Desc,"Pain Tolerance Expert"
perkPainToleranceRank7Desc,"Pain Tolerance Master"
perkPainToleranceRank8Desc,"Pain Tolerance Warden"
perkPainToleranceRank9Desc,"Pain Tolerance Legend"
perkPainToleranceRank10Desc,"Pain Tolerance Apex"
perkPhysicianRank6Desc,"Physician Expert"
perkPhysicianRank7Desc,"Physician Master"
perkPhysicianRank8Desc,"Physician Warden"
perkPhysicianRank9Desc,"Physician Legend"
perkPhysicianRank10Desc,"Physician Apex"
perkParkourRank6Desc,"Parkour Expert"
perkParkourRank7Desc,"Parkour Master"
perkParkourRank8Desc,"Parkour Warden"
perkParkourRank9Desc,"Parkour Legend"
perkParkourRank10Desc,"Parkour Apex"
perkLockPickingRank6Desc,"Soft Turn"
perkLockPickingRank7Desc,"Silent Click"
perkLockPickingRank8Desc,"Hardcase"
perkLockPickingRank9Desc,"Master Picker"
perkLockPickingRank10Desc,"Open Secret"
perkSalvageOperationsRank6Desc,"Salvage Operations Expert"
perkSalvageOperationsRank7Desc,"Salvage Operations Master"
perkSalvageOperationsRank8Desc,"Salvage Operations Warden"
perkSalvageOperationsRank9Desc,"Salvage Operations Legend"
perkSalvageOperationsRank10Desc,"Salvage Operations Apex"
perkDeadEyeRank6Desc,"Dead Eye Expert"
perkDeadEyeRank7Desc,"Dead Eye Master"
perkDeadEyeRank8Desc,"Dead Eye Warden"
perkDeadEyeRank9Desc,"Dead Eye Legend"
perkDeadEyeRank10Desc,"Dead Eye Apex"
perkGunslingerRank6Desc,"Gunslinger Expert"
perkGunslingerRank7Desc,"Gunslinger Master"
perkGunslingerRank8Desc,"Gunslinger Warden"
perkGunslingerRank9Desc,"Gunslinger Legend"
perkGunslingerRank10Desc,"Gunslinger Apex"
perkMachineGunnerRank6Desc,"Machine Gunner Expert"
perkMachineGunnerRank7Desc,"Machine Gunner Master"
perkMachineGunnerRank8Desc,"Machine Gunner Warden"
perkMachineGunnerRank9Desc,"Machine Gunner Legend"
perkMachineGunnerRank10Desc,"Machine Gunner Apex"
perkArcheryRank6Desc,"Archery Expert"
perkArcheryRank7Desc,"Archery Master"
perkArcheryRank8Desc,"Archery Warden"
perkArcheryRank9Desc,"Archery Legend"
perkArcheryRank10Desc,"Archery Apex"
perkPummelPeteRank6Desc,"Pummel Pete Expert"
perkPummelPeteRank7Desc,"Pummel Pete Master"
perkPummelPeteRank8Desc,"Pummel Pete Warden"
perkPummelPeteRank9Desc,"Pummel Pete Legend"
perkPummelPeteRank10Desc,"Pummel Pete Apex"
perkSkullCrusherRank6Desc,"Skull Crusher Expert"
perkSkullCrusherRank7Desc,"Skull Crusher Master"
perkSkullCrusherRank8Desc,"Skull Crusher Warden"
perkSkullCrusherRank9Desc,"Skull Crusher Legend"
perkSkullCrusherRank10Desc,"Skull Crusher Apex"
perkMiner69rRank6Desc,"Deep Delver"
perkMiner69rRank7Desc,"Iron Ear"
perkMiner69rRank8Desc,"Stone Warden"
perkMiner69rRank9Desc,"Vein Master"
perkMiner69rRank10Desc,"Mountain Breaker"
perkJavelinMasterRank6Desc,"Javelin Master Expert"
perkJavelinMasterRank7Desc,"Javelin Master Master"
perkJavelinMasterRank8Desc,"Javelin Master Warden"
perkJavelinMasterRank9Desc,"Javelin Master Legend"
perkJavelinMasterRank10Desc,"Javelin Master Apex"
perkGreaseMonkeyRank6Desc,"Grease Monkey Expert"
perkGreaseMonkeyRank7Desc,"Grease Monkey Master"
perkGreaseMonkeyRank8Desc,"Grease Monkey Warden"
perkGreaseMonkeyRank9Desc,"Grease Monkey Legend"
perkGreaseMonkeyRank10Desc,"Grease Monkey Apex"
perkBetterBarterRank6BWLongDesc,"A quiet smile can weigh more than coin. -12% buy prices, +6% sell prices."
perkBetterBarterRank7BWLongDesc,"A quiet smile can weigh more than coin. -14% buy prices, +7% sell prices."
perkBetterBarterRank8BWLongDesc,"A quiet smile can weigh more than coin. -16% buy prices, +8% sell prices."
perkBetterBarterRank9BWLongDesc,"A quiet smile can weigh more than coin. -18% buy prices, +9% sell prices."
perkBetterBarterRank10BWLongDesc,"A quiet smile can weigh more than coin. -20% buy prices, +10% sell prices."
perkDaringAdventurerRank6BWLongDesc,"The trader notices the survivor who returns alive. +24 trader stage and +45% bonus quest reward items."
perkDaringAdventurerRank7BWLongDesc,"The trader notices the survivor who returns alive. +28 trader stage and +52.5% bonus quest reward items."
perkDaringAdventurerRank8BWLongDesc,"The trader notices the survivor who returns alive. +32 trader stage, +60% bonus quest reward items, and +1 quest reward choice."
perkDaringAdventurerRank9BWLongDesc,"The trader notices the survivor who returns alive. +36 trader stage, +67.5% bonus quest reward items, and +1 quest reward choice."
perkDaringAdventurerRank10BWLongDesc,"The trader notices the survivor who returns alive. +40 trader stage, +75% bonus quest reward items, and +2 quest reward choices."
perkBoomstickRank6BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +20% extra entity damage at point-blank range up to 4m."
perkBoomstickRank7BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +27.5% extra entity damage at point-blank range up to 4m."
perkBoomstickRank8BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +35% extra entity damage at point-blank range up to 4m."
perkBoomstickRank9BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +42.5% extra entity damage at point-blank range up to 4m."
perkBoomstickRank10BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +50% extra entity damage at point-blank range up to 4m. Leg shots can cripple."
perkDemolitionsExpertRank6BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +12% dismember chance, +12% damage, +15% handling, and +12% reload speed."
perkDemolitionsExpertRank7BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +16% dismember chance, +15% damage, +20% handling, and +14% reload speed."
perkDemolitionsExpertRank8BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +20% dismember chance, +20% damage, +23% handling, and +16% reload speed."
perkDemolitionsExpertRank9BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +25% dismember chance, +25% damage, +27% handling, and +18% reload speed."
perkDemolitionsExpertRank10BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +30% dismember chance, +30% damage, +30% handling, and +20% reload speed. Unlock incendiary rocket recipe."
perkDeepCutsRank6BWLongDesc,"Steel writes lessons that do not fade. Blades gain +60% block damage, +30% entity damage, and +30% attack speed."
perkDeepCutsRank7BWLongDesc,"Steel writes lessons that do not fade. Blades gain +70% block damage, +35% entity damage, and +35% attack speed."
perkDeepCutsRank8BWLongDesc,"Steel writes lessons that do not fade. Blades gain +80% block damage, +40% entity damage, and +40% attack speed."
perkDeepCutsRank9BWLongDesc,"Steel writes lessons that do not fade. Blades gain +90% block damage, +45% entity damage, and +45% attack speed."
perkDeepCutsRank10BWLongDesc,"Steel writes lessons that do not fade. Blades gain +100% block damage, +50% entity damage, and +50% attack speed."
perkPackMuleRank6BWLongDesc,"Burden becomes discipline, then strength. Unlock 16 carry capacity, gain 12% walk/run speed, and keep the 3% backpack block chance when hit."
perkPackMuleRank7BWLongDesc,"Burden becomes discipline, then strength. Unlock 20 carry capacity, gain 14% walk/run speed, and keep the 3% backpack block chance when hit."
perkPackMuleRank8BWLongDesc,"Burden becomes discipline, then strength. Unlock 25 carry capacity, gain 16% walk/run speed, and keep the 3% backpack block chance when hit."
perkPackMuleRank9BWLongDesc,"Burden becomes discipline, then strength. Unlock 30 carry capacity, gain 18% walk/run speed, and keep the 3% backpack block chance when hit."
perkPackMuleRank10BWLongDesc,"Burden becomes discipline, then strength. Unlock 36 carry capacity, gain 20% walk/run speed, and keep the 3% backpack block chance when hit."
perkLivingOffTheLandRank6BWLongDesc,"Green things reward patient hands. Harvest up to 8x crops and +13 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLivingOffTheLandRank7BWLongDesc,"Green things reward patient hands. Harvest up to 9x crops and +15 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLivingOffTheLandRank8BWLongDesc,"Green things reward patient hands. Harvest up to 10x crops and +18 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLivingOffTheLandRank9BWLongDesc,"Green things reward patient hands. Harvest up to 11x crops and +21 extra crops from crop and wild-plant harvests. Farming crafting recipes remain locked at this rank."
perkLivingOffTheLandRank10BWLongDesc,"Green things reward patient hands. Harvest up to 12x crops and +25 extra crops from crop and wild-plant harvests. Unlock farming crafting tier 3."
perkPainToleranceRank6BWLongDesc,"Pain knocks. You do not open the door. -28% all damage taken and +65% stun resistance."
perkPainToleranceRank7BWLongDesc,"Pain knocks. You do not open the door. -32% all damage taken and +74% stun resistance."
perkPainToleranceRank8BWLongDesc,"Pain knocks. You do not open the door. -36% all damage taken and +82% stun resistance."
perkPainToleranceRank9BWLongDesc,"Pain knocks. You do not open the door. -40% all damage taken and +91% stun resistance."
perkPainToleranceRank10BWLongDesc,"Pain knocks. You do not open the door. -45% all damage taken and +100% stun resistance. Gain Ignore the Pain status."
perkPhysicianRank6BWLongDesc,"A steady hand keeps death waiting outside. +700% medical item xp and -30% chem-station crafting time."
perkPhysicianRank7BWLongDesc,"A steady hand keeps death waiting outside. +800% medical item xp and -30% chem-station crafting time."
perkPhysicianRank8BWLongDesc,"A steady hand keeps death waiting outside. +1000% medical item xp, -40% chem-station crafting time, and +15% intellect-weapon dismember chance."
perkPhysicianRank9BWLongDesc,"A steady hand keeps death waiting outside. +1100% medical item xp and -40% chem-station crafting time."
perkPhysicianRank10BWLongDesc,"A steady hand keeps death waiting outside. +1200% medical item xp, -50% chem-station crafting time, and +30% intellect-weapon dismember chance."
perkParkourRank6BWLongDesc,"Rooftops become roads beneath practiced feet. Jump strength rises to +120%. You never take fall damage and jumping attacks gain +50% melee damage for 5 seconds."
perkParkourRank7BWLongDesc,"Rooftops become roads beneath practiced feet. Jump strength rises to +140%. You never take fall damage and jumping attacks gain +50% melee damage for 5 seconds."
perkParkourRank8BWLongDesc,"Rooftops become roads beneath practiced feet. Jump strength rises to +160%. You never take fall damage and jumping attacks gain +50% melee damage for 5 seconds."
perkParkourRank9BWLongDesc,"Rooftops become roads beneath practiced feet. Jump strength rises to +180%. You never take fall damage and jumping attacks gain +50% melee damage for 5 seconds."
perkParkourRank10BWLongDesc,"Rooftops become roads beneath practiced feet. Jump strength rises to +200%. You never take fall damage and jumping attacks gain +50% melee damage for 5 seconds."
perkLockPickingRank6BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 62% faster, reduce break chance by 58%, and gain +90% cash, dukes, and gem loot."
perkLockPickingRank7BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 68% faster, reduce break chance by 66%, and gain +105% cash, dukes, and gem loot."
perkLockPickingRank8BWLongDesc,"Locks tell their secrets to gentle pressure. Pick locks 72% faster, reduce break chance by 74%, and gain +120% cash, dukes, and gem loot."
